,URL
63,https://www.kickstarter.com/projects/1947113322/bucky-an-edtech-robot-to-narrow-technology-access?ref=discovery
64,https://www.kickstarter.com/projects/cesarminoru/protei-open-hardware-oil-spill-cleaning-sailing-ro?ref=discovery
65,https://www.kickstarter.com/projects/rse/worlds-first-eco-robot-protecting-reefs-from-lionf?ref=discovery
66,https://www.kickstarter.com/projects/44540085/tinkamo-smart-building-blocks-for-future-creators?ref=discovery
67,https://www.kickstarter.com/projects/frobotics/monsterborg-the-raspberry-pi-monster-robot?ref=discovery
68,https://www.kickstarter.com/projects/2141368214/kamigami-worlds-first-diy-lightning-fast-origami-r?ref=discovery
69,https://www.kickstarter.com/projects/758562141/3d-printed-educational-robotic-platform?ref=discovery
70,https://www.kickstarter.com/projects/775197166/dorna-fast-powerful-and-precise-robotic-arm?ref=discovery
71,https://www.kickstarter.com/projects/makeblock/mdrawbot-4-in-1-drawing-robot?ref=discovery
72,https://www.kickstarter.com/projects/2074714954/phiro-a-smart-robot-for-kids-learn-to-code-in-5-wa?ref=discovery
73,https://www.kickstarter.com/projects/641528106/photon-worlds-first-robot-which-grows-with-your-ch?ref=discovery
74,https://www.kickstarter.com/projects/144859729/slushengine-stepper-motor-driver?ref=discovery
75,https://www.kickstarter.com/projects/tyroelectronics/tyrobot-diy-humanoid-robot-kit?ref=discovery
76,https://www.kickstarter.com/projects/slantrobotics/littlearm-2c-mini-arduino-robot-arm-for-stem-and-h?ref=discovery
77,https://www.kickstarter.com/projects/1992634922/robocore-the-heart-of-your-personal-robot?ref=discovery
78,https://www.kickstarter.com/projects/robotmissions/robot-missions?ref=discovery
79,https://www.kickstarter.com/projects/1240047277/professor-einstein-your-personal-genius?ref=discovery
80,https://www.kickstarter.com/projects/dobot/dobot-robotic-arm-for-everyone-arduino-and-open-so?ref=discovery
81,https://www.kickstarter.com/projects/kamibot/kamibot-teach-your-kids-to-code?ref=discovery
82,https://www.kickstarter.com/projects/702843172/woobo-a-smart-companion-for-curious-kids?ref=discovery
83,https://www.kickstarter.com/projects/1853778193/boxbotix-an-open-source-modular-robotics-platform?ref=discovery
84,https://www.kickstarter.com/projects/1127302719/plen-cube-the-portable-personal-assistant-robot?ref=discovery
85,https://www.kickstarter.com/projects/arcbotics/hubert-the-humanoid-your-advanced-robotics-study-b?ref=discovery
86,https://www.kickstarter.com/projects/sciencemuseum/rebuild-eric-the-uks-first-robot?ref=discovery
87,https://www.kickstarter.com/projects/engimake/quadbot-real-robotics-made-accessible?ref=discovery
88,https://www.kickstarter.com/projects/1090670314/hexa-programmable-highly-maneuverable-robot?ref=discovery
89,https://www.kickstarter.com/projects/slantrobotics/littlearm-big-a-robot-arm-for-makers-and-education?ref=discovery
90,https://www.kickstarter.com/projects/plumgeek/wink-learn-to-code-with-a-bug-robots-for-everyone?ref=discovery
91,https://www.kickstarter.com/projects/scanse/sweep-scanning-lidar?ref=discovery
92,https://www.kickstarter.com/projects/crazypi/crazypi-the-maker-board-designed-for-diy-robot-mak?ref=discovery
93,https://www.kickstarter.com/projects/slantrobotics/littlearm-a-3-d-printed-arduino-robot-arm?ref=discovery
94,https://www.kickstarter.com/projects/403524037/personal-robot?ref=discovery
95,https://www.kickstarter.com/projects/1365116576/plobot-a-robot-coding-companion?ref=discovery
96,https://www.kickstarter.com/projects/535786699/flxarm-low-cost-precision-robotic-arm?ref=discovery
97,https://www.kickstarter.com/projects/makeblock/mbot-49-educational-robot-for-each-kid?ref=discovery
98,https://www.kickstarter.com/projects/655571669/robot-core-the-ultimate-raspberry-pi-robot-control?ref=discovery
99,https://www.kickstarter.com/projects/mime/mearm-pi-build-your-own-raspberry-pi-powered-robot?ref=discovery
100,https://www.kickstarter.com/projects/john-cole/gobox-the-robot-kit-with-a-new-mission-delivered-m?ref=discovery
101,https://www.kickstarter.com/projects/slantrobotics/littlebot-a-fun-arduino-robot-for-students-and-beg?ref=discovery
102,https://www.kickstarter.com/projects/pineconerobotics/xplotter-desktop-plotter-laser-cutter-and-engraver?ref=discovery
103,https://www.kickstarter.com/projects/1245821645/the-vorpal-combat-hexapod?ref=discovery
104,https://www.kickstarter.com/projects/699876364/stupid-hackathon-2017?ref=discovery
105,https://www.kickstarter.com/projects/521415848/elab-peers-ebot-arm?ref=discovery
106,https://www.kickstarter.com/projects/snotbot/snotbot-pushing-the-frontiers-of-whale-research-wi?ref=discovery
107,https://www.kickstarter.com/projects/skybotla/skybot-build-your-own-drone?ref=discovery
108,https://www.kickstarter.com/projects/makeblock/codeybot-new-robot-who-teaches-coding?ref=discovery
109,https://www.kickstarter.com/projects/847478159/the-t200-thruster-make-100-limited-edition?ref=discovery
110,https://www.kickstarter.com/projects/kickduino/kicobox-my-first-coding-teacher?ref=discovery
111,https://www.kickstarter.com/projects/98269215/momo-your-intelligent-smart-home-assistant?ref=discovery
112,https://www.kickstarter.com/projects/584871825/ajax-exosuit-wearable-powered-exoskeleton?ref=discovery
113,https://www.kickstarter.com/projects/plumgeek/spirit-rover-learn-raspberry-pi-and-arduino-the-fu?ref=discovery
114,https://www.kickstarter.com/projects/1175045967/the-pancake-printer?ref=discovery
115,https://www.kickstarter.com/projects/1211948246/save-cletus?ref=discovery
116,https://www.kickstarter.com/projects/djults/practical-plantoid-robotics-easy-to-build-organic?ref=discovery
117,https://www.kickstarter.com/projects/frobotics/formula-pi-self-driving-robot-racing-with-the-rasp?ref=discovery
118,https://www.kickstarter.com/projects/127134527/pimecha-humanoid-robot-on-raspberry-pi?ref=discovery
119,https://www.kickstarter.com/projects/dhsrobotex/davidson-robotex-2017?ref=discovery
120,https://www.kickstarter.com/projects/51496107/dexter-the-robotic-arm-to-end-scarcity?ref=discovery
121,https://www.kickstarter.com/projects/1169608336/keigan-motor-you-can-make-a-robot-incredibly-quick?ref=discovery
122,https://www.kickstarter.com/projects/519422151/robopal-build-stem-skills-build-robots-have-fun?ref=discovery
123,https://www.kickstarter.com/projects/switchbot/switch-bot-the-worlds-smallest-remote-robot?ref=discovery
124,https://www.kickstarter.com/projects/matatalab/matatalab-a-new-hands-on-coding-robot-for-kids-age?ref=discovery
125,https://www.kickstarter.com/projects/28168150/mabot-teach-kids-robotics-and-programming?ref=discovery
126,https://www.kickstarter.com/projects/1686974648/steel-hawks-first-robotics-team-2601?ref=discovery
127,https://www.kickstarter.com/projects/1154736739/baysavers-buffer-garden-kit?ref=discovery
128,https://www.kickstarter.com/projects/priarobotics/hedgehog-the-versatile-educational-robotics-contro?ref=discovery
129,https://www.kickstarter.com/projects/1260587166/animated-lure-bringing-fishing-to-life?ref=discovery
130,https://www.kickstarter.com/projects/1657857542/utensil-one-robot-that-does-it-all-t-shirts-art-an?ref=discovery
131,https://www.kickstarter.com/projects/ufactory/uarm-put-a-miniature-industrial-robot-arm-on-your?ref=discovery
132,https://www.kickstarter.com/projects/4tronix/mcroboface?ref=discovery
133,https://www.kickstarter.com/projects/1128055363/7bot-a-powerful-desktop-robot-arm-for-future-inven?ref=discovery
134,https://www.kickstarter.com/projects/2035152529/gimbal-for-your-lights-camera-or-action?ref=discovery
135,https://www.kickstarter.com/projects/1092379306/everybot-rs700-ultimate-robot-mop-cleaner?ref=discovery
136,https://www.kickstarter.com/projects/shrkey/dark-control-robot-controllers-for-the-raspberry-p?ref=discovery
137,https://www.kickstarter.com/projects/728836843/rokit-smart-build-and-program-robots-the-easy-way?ref=discovery
138,https://www.kickstarter.com/projects/37061757/gamepro-gaming-programmable-robot?ref=discovery
139,https://www.kickstarter.com/projects/289767902/oculus-telepresence-robot?ref=discovery
140,https://www.kickstarter.com/projects/1235391475/imperial-robotics-team-4286-2016-funding?ref=discovery
141,https://www.kickstarter.com/projects/1842571016/evshield-an-arduino-sheild-for-ev3-motors-and-sens?ref=discovery
142,https://www.kickstarter.com/projects/51244428/mia-a-friendly-robot-for-cats-and-dogs-by-kolony-r?ref=discovery
143,https://www.kickstarter.com/projects/slantrobotics/critter-a-3d-printed-arduino-biped-kit-unlike-any?ref=discovery
144,https://www.kickstarter.com/projects/619584634/team-696-2015-robotics-clark-magnet-high-school?ref=discovery
145,https://www.kickstarter.com/projects/2047207582/php-controller-the-1st-development-platform-php-ba?ref=discovery
146,https://www.kickstarter.com/projects/ohbot2/ohbot2-a-robot-head-to-program-from-your-pc?ref=discovery
147,https://www.kickstarter.com/projects/1881661007/meped-the-mini-quadruped-mobile-robot?ref=discovery
148,https://www.kickstarter.com/projects/hackarobot/hackabot-nano-compact-plug-and-play-arduino-robot?ref=discovery
149,https://www.kickstarter.com/projects/nxrobo/big-i-the-first-personalized-family-robot?ref=discovery
150,https://www.kickstarter.com/projects/62697072/z-arm-affordable-collaborative-robotic-arm-for-eve?ref=discovery
151,https://www.kickstarter.com/projects/wiggly/easy-drone-xl-pro-longest-flying-quadcopter-on-the?ref=discovery
152,https://www.kickstarter.com/projects/11438761/chickbot-the-fully-functional-low-cost-robot?ref=discovery
153,https://www.kickstarter.com/projects/583580427/pp3d-upgrades-for-series-2-of-robot-wars?ref=discovery
154,https://www.kickstarter.com/projects/6416644/the-million-robot-challenge?ref=discovery
155,https://www.kickstarter.com/projects/1648461555/believe-it-or-bot-working-title?ref=discovery
156,https://www.kickstarter.com/projects/4017545/first-robotics-team-271-the-mechanical-marauders?ref=discovery
157,https://www.kickstarter.com/projects/2469950/syntax-error-42s-6930-first-tech-challenge-journey?ref=discovery
158,https://www.kickstarter.com/projects/1115004612/cchs-2012-first-robotics-sacramento-regional?ref=discovery
159,https://www.kickstarter.com/projects/166477313/4h-robotics-team-3737-first-robotics-2013-nc-regio?ref=discovery
160,https://www.kickstarter.com/projects/407592806/tyche-the-true-ai-companion-for-kids?ref=discovery
161,https://www.kickstarter.com/projects/nrg4055/first-team-nrg-4055-season-2015?ref=discovery
162,https://www.kickstarter.com/projects/1044310831/chilean-first-robotics-team-to-los-angeles-ca?ref=discovery
163,https://www.kickstarter.com/projects/1659004368/first-team-4083-robot-construction?ref=discovery
164,https://www.kickstarter.com/projects/1966705864/help-13-yo-isaac-marry-raspberry-pi-to-quadcopter?ref=discovery
165,https://www.kickstarter.com/projects/mymobilerobots/rk-1-a-wifi-arduino-mobile-robot-for-ios-and-andro?ref=discovery
166,https://www.kickstarter.com/projects/215335484/padbot-t1-a-micro-virtual-independent-telepresence?ref=discovery
167,https://www.kickstarter.com/projects/488432445/bot-bash-parties-robot-battle-kits?ref=discovery
168,https://www.kickstarter.com/projects/tlbrcandkre8/case4-kits-and-happi-robot-for-the-raspberry-pi?ref=discovery
169,https://www.kickstarter.com/projects/1961746200/robotics-competition-trip?ref=discovery
170,https://www.kickstarter.com/projects/555543571/worlds-smallest-portable-camera-robot-2017-ces-win?ref=discovery
171,https://www.kickstarter.com/projects/2047207582/php-controller-bring-out-the-best-from-your-projec?ref=discovery
172,https://www.kickstarter.com/projects/555543571/koova-the-koolest-auto-tracking-robot-camera?ref=discovery
173,https://www.kickstarter.com/projects/1338012348/gaffney-high-school-robotics-club?ref=discovery
174,https://www.kickstarter.com/projects/1165461350/first-robotics-team-3140-fund-new-drive-system?ref=discovery
175,https://www.kickstarter.com/projects/ericdlee/scotbotics-team-3873-robotics-world-championship?ref=discovery
176,https://www.kickstarter.com/projects/957507812/team-6040-getobotics-0?ref=discovery
177,https://www.kickstarter.com/projects/555543571/atom-ar3-the-future-intelligent-outdoor-security-r?ref=discovery
178,https://www.kickstarter.com/projects/107086182/team-up-with-team-3140-to-build-the-2018-frc-field?ref=discovery
179,https://www.kickstarter.com/projects/167533938/carman-ainsworth-hs-first-robotics-big-mo-2014-sea?ref=discovery
180,https://www.kickstarter.com/projects/simonedavalos/barbot-2011-robots-need-you?ref=discovery
181,https://www.kickstarter.com/projects/zombiebothq/zombiebot-nano-robot?ref=discovery
182,https://www.kickstarter.com/projects/603202958/atlantic-high-school-first-robotics-south-fl-regio?ref=discovery
183,https://www.kickstarter.com/projects/729624760/first-lego-league-team-krulle-go?ref=discovery
184,https://www.kickstarter.com/projects/385110322/open-source-robotics-microelectronics-educational?ref=discovery
185,https://www.kickstarter.com/projects/562283329/dickinson-high-school-first-robotics-2012-lonestar?ref=discovery
186,https://www.kickstarter.com/projects/468847833/2014-best-robotics?ref=discovery
187,https://www.kickstarter.com/projects/107086182/help-fund-the-first-robotics-team-3140-2017-practi?ref=discovery
188,https://www.kickstarter.com/projects/1761567868/infernal-contraption-help-us-upgrade?ref=discovery
189,https://www.kickstarter.com/projects/educatedrobot/picassobot-the-portrait-sketching-robot-kit?ref=discovery
190,https://www.kickstarter.com/projects/1397854503/makeblock-next-generation-of-construct-platform?ref=discovery
191,https://www.kickstarter.com/projects/1111235935/first-team-3008-kalani-falcons-world-championships?ref=discovery
192,https://www.kickstarter.com/projects/601285608/scout-the-autonomous-transatlantic-boat?ref=discovery
193,https://www.kickstarter.com/projects/peterseid/romo-the-smartphone-robot-for-everyone?ref=discovery
194,https://www.kickstarter.com/projects/prestonspratt/robot-art-in-the-classroom?ref=discovery
195,https://www.kickstarter.com/projects/147564168/bilibot-an-affordable-robotics-platform?ref=discovery
196,https://www.kickstarter.com/projects/1858267261/team-696-high-school-geeks-building-robots-to-domi?ref=discovery
197,https://www.kickstarter.com/projects/1032364027/a-robot-for-every-child?ref=discovery
198,https://www.kickstarter.com/projects/1887729430/help-support-our-2016-17-season?ref=discovery
199,https://www.kickstarter.com/projects/robohamsters/2014-ftc-team-7042-robot?ref=discovery
200,https://www.kickstarter.com/projects/1389607526/pace-robot-team?ref=discovery
201,https://www.kickstarter.com/projects/2119389921/winnacademy-robotics-inspiring-young-minds-since-2?ref=discovery
202,https://www.kickstarter.com/projects/562283329/dickinson-high-school-first-robotics-2013-lonestar?ref=discovery
203,https://www.kickstarter.com/projects/frc2530/inconceivable-frc-2530-build-season-2013?ref=discovery
204,https://www.kickstarter.com/projects/1452620607/botiful-telepresence-robot-for-android?ref=discovery
205,https://www.kickstarter.com/projects/1053849626/2015-ces-best-first-domestic-robot-that-tracks-int?ref=discovery
206,https://www.kickstarter.com/projects/kipr/project-kovan?ref=discovery
207,https://www.kickstarter.com/projects/153404190/first-ftc-student-robot-construction-team-7143?ref=discovery
208,https://www.kickstarter.com/projects/1709542787/stem-competition-support-our-team?ref=discovery
209,https://www.kickstarter.com/projects/1862839154/union-endicott-high-school-first-robotics-2053-reg?ref=discovery
210,https://www.kickstarter.com/projects/1872796784/future-bot-innovators-new-robot-construction-2016?ref=discovery
211,https://www.kickstarter.com/projects/253110733/phenox-intelligent-interactive-and-programmable-dr?ref=discovery
212,https://www.kickstarter.com/projects/1579413688/biofuel-for-everyone?ref=discovery
213,https://www.kickstarter.com/projects/4017545/first-robotics-team-271-season-2014-15?ref=discovery
214,https://www.kickstarter.com/projects/jhartman/baby-bibli-the-artificial-autism-robot?ref=discovery
215,https://www.kickstarter.com/projects/1838782792/robobear?ref=discovery
216,https://www.kickstarter.com/projects/1842571016/bumblebeebot-for-teaching-robotics-and-programming?ref=discovery
217,https://www.kickstarter.com/projects/371991033/methodical-melee?ref=discovery
218,https://www.kickstarter.com/projects/solar-breeze/solar-breeze-next-generation-solar-robotic-pool-cl?ref=discovery
219,https://www.kickstarter.com/projects/1209829383/spinx-worlds-first-toilet-cleaning-robot?ref=discovery
220,https://www.kickstarter.com/projects/1071125649/soft-pneumatically-powered-robotic-hand?ref=discovery
221,https://www.kickstarter.com/projects/873899740/mobile-tackling-target-a-better-way-to-train?ref=discovery
222,https://www.kickstarter.com/projects/2011757836/funds-for-first-robotics-team-4467?ref=discovery
223,https://www.kickstarter.com/projects/dhsrobotex/davidson-robotex?ref=discovery
224,https://www.kickstarter.com/projects/2053448261/fund-flagship-3140s-robot-guts?ref=discovery
225,https://www.kickstarter.com/projects/451891113/4h-robotics-r2d2-inspired-android?ref=discovery
226,https://www.kickstarter.com/projects/1224435831/clariden-robotics-2015?ref=discovery
227,https://www.kickstarter.com/projects/3direction/star-wars-general-grievous-light-up-lightsabers-fo?ref=discovery
228,https://www.kickstarter.com/projects/756644807/dynamic-brains-fll-world-class-first-lego-league-2?ref=discovery
229,https://www.kickstarter.com/projects/555543571/icampro-deluxe-revolutionary-smart-security-robot?ref=discovery
230,https://www.kickstarter.com/projects/newtonbusters/newton-busters-fll-international-championship-sydn?ref=discovery
231,https://www.kickstarter.com/projects/drkawasaki/orcus-university-of-washington?ref=discovery
232,https://www.kickstarter.com/projects/636953638/east-palo-alto-robotics-program?ref=discovery
233,https://www.kickstarter.com/projects/1555318890/droid-for-amy-h?ref=discovery
234,https://www.kickstarter.com/projects/tech-no-logic/onecook-the-robotic-private-chef-to-free-your-cook?ref=discovery
235,https://www.kickstarter.com/projects/1843418808/frc-team-3807-building-a-robot-from-scratch-in-6-w?ref=discovery
236,https://www.kickstarter.com/projects/1561198759/world-robot-protection?ref=discovery
237,https://www.kickstarter.com/projects/555543571/atom-the-first-intelligent-security-robot?ref=discovery
238,https://www.kickstarter.com/projects/973427317/nano-ninjas-class?ref=discovery
239,https://www.kickstarter.com/projects/1630317130/send-the-mechanical-marauders-to-san-antonio?ref=discovery
240,https://www.kickstarter.com/projects/856912304/force-fusion-a-new-beginning?ref=discovery
241,https://www.kickstarter.com/projects/limerobotics/lime-robotic-hand?ref=discovery
242,https://www.kickstarter.com/projects/2143411718/openbook?ref=discovery
243,https://www.kickstarter.com/projects/1756525339/affordable-humanoid-ai-robot?ref=discovery
244,https://www.kickstarter.com/projects/406097865/ar2-6-axis-robot-aluminum-parts-kits?ref=discovery
245,https://www.kickstarter.com/projects/200371412/teaching-autistic-kids-coding-and-technology-skill?ref=discovery
246,https://www.kickstarter.com/projects/815115724/cbd-paladin?ref=discovery
